DEPARTAME_NOMBRE,MUNICIPIO_COD,MUNICIPIO_NOMBRE,REGION,VIP CON RED,HOG 12 CON RED,INST_PUB,ACC APRO HOG12,FEC CORTE,VALOR INVERSION,TOTAL APROBADOS,FECHA VIGENCIA
BOYACA,LA CA,15380,REGION 7,0,67,2,21,12/31/15,"273,541,833,690",21,12/31/15
SANTANDER,SANTA,68705,REGION 7,0,6,0,6,12/31/16,"23,786,246,408",6,12/31/16
CASANARE,SABAN,85300,REGION 7,0,25,1,0,12/31/15,"103,073,734,434",0,12/31/15
BOYACA,SACHI,15638,REGION 7,0,46,0,46,12/31/16,"182,361,222,460",46,12/31/16
SANTANDER,VALLE,68855,REGION 7,0,13,0,0,12/31/15,"51,536,867,217",0,12/31/15
BOYACA,IZA,15362,REGION 7,0,15,0,15,12/31/16,"59,465,616,020",15,12/31/16
SANTANDER,LEBRI,68406,REGION 7,0,87,0,87,12/31/16,"344,900,572,914",87,12/31/16
SANTANDER,PARAM,68533,REGION 7,0,20,0,20,12/31/16,"79,287,488,026",20,12/31/16
BOYACA,UMBIT,15842,REGION 7,0,51,0,51,12/31/16,"202,183,094,467",51,12/31/16
BOYACA,TOTA,15822,REGION 7,18,20,2,13,12/31/15,"158,574,976,052",13,12/31/15
SANTANDER,RIONE,68615,REGION 7,0,106,0,106,12/31/16,"420,223,686,539",106,12/31/16
SANTANDER,SABAN,68655,REGION 7,31,163,0,0,12/31/15,"769,088,633,854",0,12/31/15
SANTANDER,TONA,68820,REGION 7,0,36,1,26,12/31/15,"146,681,852,848",26,12/31/15
BOYACA,AQUIT,15047,REGION 7,31,133,1,42,12/31/15,"654,121,776,216",42,12/31/15
BOYACA,VIRAC,15879,REGION 7,0,8,1,4,12/31/15,"35,679,369,612",4,12/31/15
BOYACA,CHIQU,15176,REGION 7,172,469,5,382,12/31/15,"2,560,985,863,245",382,12/31/15
SANTANDER,LOS S,68418,REGION 7,0,11,0,11,12/31/16,"43,608,118,414",11,12/31/16
CASANARE,PORE,85263,REGION 7,6,301,0,114,12/31/15,"1,217,062,941,201",114,12/31/15
SANTANDER,GUADA,68320,REGION 7,0,9,0,9,12/31/16,"35,679,369,612",9,12/31/16
SANTANDER,HATO,68344,REGION 7,0,24,1,22,12/31/15,"99,109,360,033",22,12/31/15
SANTANDER,GsEPS,68327,REGION 7,23,51,1,37,12/31/15,"297,328,080,098",37,12/31/15
BOYACA,TIBAN,15804,REGION 7,0,102,2,97,12/31/15,"412,294,937,736",97,12/31/15
SANTANDER,SAN A,68669,REGION 7,0,139,1,100,12/31/15,"555,012,416,183",100,12/31/15
SANTANDER,EL PE,68250,REGION 7,0,2,0,0,12/31/15,"7,928,748,803",0,12/31/15
BOYACA,SAN E,15660,REGION 7,0,26,2,24,12/31/15,"111,002,483,237",24,12/31/15
BOYACA,SOMON,15761,REGION 7,0,24,1,24,12/31/15,"99,109,360,033",24,12/31/15
SANTANDER,ZAPAT,68895,REGION 7,0,309,1,221,12/31/15,"1,228,956,064,405",221,12/31/15
BOYACA,SOTAQ,15763,REGION 7,0,18,0,18,12/31/16,"71,358,739,224",18,12/31/16
BOYACA,TOPAG,15820,REGION 7,0,22,0,22,12/31/16,"87,216,236,829",22,12/31/16
CASANARE,TAMAR,85400,REGION 7,0,84,0,84,12/31/16,"333,007,449,710",84,12/31/16
BOYACA,TUNUN,15832,REGION 7,0,23,0,23,12/31/16,"91,180,611,230",23,12/31/16
SANTANDER,SAN A,68669,REGION 7,0,30,0,30,12/31/16,"118,931,232,039",30,12/31/16
BOYACA,GARAG,15299,REGION 7,0,44,3,0,12/31/15,"186,325,596,861",0,12/31/15
BOYACA,MIRAF,15455,REGION 7,24,317,1,290,12/31/15,"1,355,816,045,247",290,12/31/15
BOYACA,SOCHA,15757,REGION 7,0,76,3,0,12/31/15,"313,185,577,703",0,12/31/15
BOYACA,BERBE,15090,REGION 7,0,20,2,18,12/31/15,"87,216,236,829",18,12/31/15
BOYACA,SIACH,15740,REGION 7,0,24,0,24,12/31/16,"95,144,985,631",24,12/31/16
SANTANDER,LANDA,68385,REGION 7,0,39,0,39,12/31/16,"154,610,601,651",39,12/31/16
CASANARE,PAZ D,85250,REGION 7,0,189,0,189,12/31/16,"749,266,761,847",189,12/31/16
CASANARE,YOPAL,85001,REGION 7,0,75,0,75,12/31/16,"297,328,080,098",75,12/31/16
SANTANDER,EL PE,68250,REGION 7,0,20,0,20,12/31/16,"79,287,488,026",20,12/31/16
SANTANDER,ENCIN,68264,REGION 7,0,17,1,12,12/31/15,"71,358,739,224",12,12/31/15
BOYACA,SOCOT,15755,REGION 7,0,32,1,0,12/31/15,"130,824,355,243",0,12/31/15
SANTANDER,PUERT,68575,REGION 7,0,688,1,452,12/31/15,"2,731,453,962,501",452,12/31/15
SANTANDER,CONTR,68211,REGION 7,0,50,0,50,12/31/16,"198,218,720,065",50,12/31/16
SANTANDER,ENCIN,68264,REGION 7,0,9,0,9,12/31/16,"35,679,369,612",9,12/31/16
SANTANDER,PALMA,68524,REGION 7,0,24,1,19,12/31/15,"99,109,360,033",19,12/31/15
BOYACA,SUTAM,15776,REGION 7,0,24,1,5,12/31/15,"99,109,360,033",5,12/31/15
BOYACA,SAN J,15664,REGION 7,0,8,1,0,12/31/15,"35,679,369,612",0,12/31/15
BOYACA,BELEN,15087,REGION 7,0,189,0,189,12/31/16,"749,266,761,847",189,12/31/16
SANTANDER,FLORI,68271,REGION 7,0,20,0,20,12/31/16,"79,287,488,026",20,12/31/16
BOYACA,CHIVA,15187,REGION 7,0,7,0,7,12/31/16,"27,750,620,809",7,12/31/16
BOYACA,CHIVA,15187,REGION 7,0,17,2,16,12/31/15,"75,323,113,625",16,12/31/15
SANTANDER,MOLAG,68468,REGION 7,0,4,0,4,12/31/16,"15,857,497,605",4,12/31/16
BOYACA,MONGU,15466,REGION 7,0,42,0,42,12/31/16,"166,503,724,855",42,12/31/16
SANTANDER,CHART,68169,REGION 7,0,12,0,12,12/31/16,"47,572,492,816",12,12/31/16
BOYACA,JERIC,15368,REGION 7,0,9,1,5,12/31/15,"39,643,744,013",5,12/31/15
BOYACA,RONDO,15621,REGION 7,0,5,0,5,12/31/16,"19,821,872,007",5,12/31/16
BOYACA,SAN P,15681,REGION 7,0,54,2,43,12/31/15,"222,004,966,473",43,12/31/15
BOYACA,PAEZ,15514,REGION 7,0,18,0,18,12/31/16,"71,358,739,224",18,12/31/16
BOYACA,PANQU,15522,REGION 7,0,24,1,23,12/31/15,"99,109,360,033",23,12/31/15
SANTANDER,MACAR,68425,REGION 7,0,10,0,10,12/31/16,"39,643,744,013",10,12/31/16
SANTANDER,ONZAG,68502,REGION 7,0,30,1,0,12/31/15,"122,895,606,441",0,12/31/15
BOYACA,NUEVO,15494,REGION 7,0,27,2,23,12/31/15,"114,966,857,638",23,12/31/15
BOYACA,SAN P,15681,REGION 7,0,8,0,8,12/31/16,"31,714,995,210",8,12/31/16
BOYACA,BUSBA,15114,REGION 7,0,9,1,3,12/31/15,"39,643,744,013",3,12/31/15
SANTANDER,VETAS,68867,REGION 7,0,6,0,6,12/31/16,"23,786,246,408",6,12/31/16
SANTANDER,PINCH,68549,REGION 7,0,7,0,7,12/31/16,"27,750,620,809",7,12/31/16
SANTANDER,CABRE,68121,REGION 7,0,4,0,4,12/31/16,"15,857,497,605",4,12/31/16
BOYACA,SAN M,15676,REGION 7,0,8,0,8,12/31/16,"31,714,995,210",8,12/31/16
CASANARE,SABAN,85300,REGION 7,0,142,0,142,12/31/16,"562,941,164,986",142,12/31/16
BOYACA,TIBAS,15806,REGION 7,0,25,0,25,12/31/16,"99,109,360,033",25,12/31/16
BOYACA,TIPAC,15810,REGION 7,0,15,0,15,12/31/16,"59,465,616,020",15,12/31/16
BOYACA,SAMAC,15646,REGION 7,0,75,2,62,12/31/15,"305,256,828,901",62,12/31/15
BOYACA,EL ES,15248,REGION 7,0,42,0,42,12/31/16,"166,503,724,855",42,12/31/16
SANTANDER,PUENT,68572,REGION 7,0,23,0,23,12/31/16,"91,180,611,230",23,12/31/16
SANTANDER,CHIMA,68176,REGION 7,0,22,1,19,12/31/15,"91,180,611,230",19,12/31/15
SANTANDER,CHIPA,68179,REGION 7,0,21,1,15,12/31/15,"87,216,236,829",15,12/31/15
BOYACA,EL CO,15244,REGION 7,0,82,1,52,12/31/15,"329,043,075,309",52,12/31/15
BOYACA,SOCHA,15757,REGION 7,0,145,0,145,12/31/16,"574,834,288,190",145,12/31/16
BOYACA,SORAC,15764,REGION 7,0,13,2,11,12/31/15,"59,465,616,020",11,12/31/15
SANTANDER,BARBO,68077,REGION 7,0,187,0,187,12/31/16,"741,338,013,045",187,12/31/16
BOYACA,BOYAC,15104,REGION 7,0,23,1,21,12/31/15,"95,144,985,631",21,12/31/15
BOYACA,MOTAV,15476,REGION 7,0,19,1,17,12/31/15,"79,287,488,026",17,12/31/15
SANTANDER,EL CA,68235,REGION 7,0,18,0,18,12/31/16,"71,358,739,224",18,12/31/16
SANTANDER,CONCE,68207,REGION 7,0,20,0,20,12/31/16,"79,287,488,026",20,12/31/16
BOYACA,TOGsI,15816,REGION 7,0,11,2,5,12/31/15,"51,536,867,217",5,12/31/15
BOYACA,SAN M,15676,REGION 7,0,18,2,15,12/31/15,"79,287,488,026",15,12/31/15
BOYACA,CHITA,15185,REGION 7,0,6,0,6,12/31/16,"23,786,246,408",6,12/31/16
BOYACA,PAIPA,15516,REGION 7,0,78,0,78,12/31/16,"309,221,203,302",78,12/31/16
CASANARE,HATO,85125,REGION 7,0,154,0,119,12/31/15,"610,513,657,801",119,12/31/15
BOYACA,SOMON,15761,REGION 7,0,7,0,7,12/31/16,"27,750,620,809",7,12/31/16
BOYACA,PAZ D,15537,REGION 7,0,85,0,85,12/31/16,"336,971,824,111",85,12/31/16
BOYACA,LA VI,15401,REGION 7,0,3,0,3,12/31/16,"11,893,123,204",3,12/31/16
BOYACA,CUITI,15226,REGION 7,0,3,0,3,12/31/16,"11,893,123,204",3,12/31/16
SANTANDER,SIMAC,68745,REGION 7,0,24,0,24,12/31/16,"95,144,985,631",24,12/31/16
BOYACA,JENES,15367,REGION 7,0,71,1,69,12/31/15,"285,434,956,894",69,12/31/15
SANTANDER,PALMA,68522,REGION 7,0,5,0,5,12/31/16,"19,821,872,007",5,12/31/16
BOYACA,CHIQU,15176,REGION 7,56,129,0,129,12/31/16,"733,409,264,242",185,12/31/16
SANTANDER,SAN J,68682,REGION 7,0,9,0,9,12/31/16,"35,679,369,612",9,12/31/16
SANTANDER,PUERT,68573,REGION 7,0,13,0,13,12/31/16,"51,536,867,217",13,12/31/16
BOYACA,SANTA,15696,REGION 7,0,2,0,2,12/31/16,"7,928,748,803",2,12/31/16
SANTANDER,SURAT,68780,REGION 7,0,16,1,16,12/31/15,"67,394,364,822",16,12/31/15
BOYACA,TOCA,15814,REGION 7,0,108,3,82,12/31/15,"440,045,558,545",82,12/31/15
BOYACA,MUZO,15480,REGION 7,0,31,0,31,12/31/16,"122,895,606,441",31,12/31/16
SANTANDER,GIRON,68307,REGION 7,60,9,1,0,12/31/15,"277,506,208,092",0,12/31/15
SANTANDER,SAN J,68684,REGION 7,0,27,1,22,12/31/15,"111,002,483,237",22,12/31/15
SANTANDER,CHIPA,68179,REGION 7,0,4,0,4,12/31/16,"15,857,497,605",4,12/31/16
BOYACA,SANTA,15696,REGION 7,0,29,2,28,12/31/15,"122,895,606,441",28,12/31/15
BOYACA,PUERT,15572,REGION 7,0,1843,1,1473,12/31/15,"7,310,306,396,011",1473,12/31/15
CASANARE,PAZ D,85250,REGION 7,0,248,1,177,12/31/15,"987,129,225,926",177,12/31/15
BOYACA,RONDO,15621,REGION 7,0,28,1,25,12/31/15,"114,966,857,638",25,12/31/15
SANTANDER,VETAS,68867,REGION 7,0,18,0,16,12/31/15,"71,358,739,224",16,12/31/15
BOYACA,DUITA,15238,REGION 7,0,420,1,109,12/31/15,"1,669,001,622,950",109,12/31/15
BOYACA,CHIVO,15236,REGION 7,0,3,0,3,12/31/16,"11,893,123,204",3,12/31/16
BOYACA,SANTA,15686,REGION 7,0,123,0,123,12/31/16,"487,618,051,361",123,12/31/16
ARAUCA,ARAUQ,81065,REGION 7,0,26,0,0,12/31/15,"103,073,734,434",0,12/31/15
BOYACA,TURME,15835,REGION 7,0,44,0,44,12/31/16,"174,432,473,658",44,12/31/16
SANTANDER,FLORI,68276,REGION 7,0,300,1,0,12/31/15,"1,193,276,694,794",0,12/31/15
BOYACA,CORRA,15215,REGION 7,0,40,0,7,12/31/15,"158,574,976,052",7,12/31/15
BOYACA,BETEI,15092,REGION 7,0,1,2,0,12/31/15,"11,893,123,204",0,12/31/15
SANTANDER,MACAR,68425,REGION 7,0,15,1,0,12/31/15,"63,429,990,421",0,12/31/15
SANTANDER,CHARA,68167,REGION 7,0,10,0,10,12/31/16,"39,643,744,013",10,12/31/16
BOYACA,ALMEI,15022,REGION 7,0,19,1,0,12/31/15,"79,287,488,026",0,12/31/15
SANTANDER,OCAMO,68498,REGION 7,0,38,1,29,12/31/15,"154,610,601,651",29,12/31/15
BOYACA,SACHI,15638,REGION 7,0,45,1,38,12/31/15,"182,361,222,460",38,12/31/15
CASANARE,MANI,85139,REGION 7,0,560,1,275,12/31/15,"2,224,014,039,134",275,12/31/15
BOYACA,NOBSA,15491,REGION 7,0,87,0,87,12/31/16,"344,900,572,914",87,12/31/16
SANTANDER,CURIT,68229,REGION 7,0,13,0,13,12/31/16,"51,536,867,217",13,12/31/16
BOYACA,SAN L,15667,REGION 7,0,45,2,0,12/31/15,"186,325,596,861",0,12/31/15
SANTANDER,CONCE,68207,REGION 7,0,86,0,74,12/31/15,"340,936,198,512",74,12/31/15
SANTANDER,MALAG,68432,REGION 7,0,59,0,59,12/31/16,"233,898,089,677",59,12/31/16
BOYACA,LA UV,15403,REGION 7,0,40,0,40,12/31/16,"158,574,976,052",40,12/31/16
BOYACA,PUERT,15572,REGION 7,0,617,0,617,12/31/16,"2,446,019,005,607",617,12/31/16
SANTANDER,CERRI,68162,REGION 7,0,56,1,45,12/31/15,"225,969,340,875",45,12/31/15
BOYACA,CHISC,15180,REGION 7,0,62,0,62,12/31/16,"245,791,212,881",62,12/31/16
CASANARE,NUNCH,85225,REGION 7,0,33,1,0,12/31/15,"134,788,729,644",0,12/31/15
SANTANDER,MATAN,68444,REGION 7,0,26,0,26,12/31/16,"103,073,734,434",26,12/31/16
BOYACA,PAZ D,15537,REGION 7,0,69,2,0,12/31/15,"281,470,582,493",0,12/31/15
BOYACA,BELEN,15087,REGION 7,0,69,3,0,12/31/15,"285,434,956,894",0,12/31/15
BOYACA,LA VI,15401,REGION 7,0,22,1,17,12/31/15,"91,180,611,230",17,12/31/15
SANTANDER,SAN B,68673,REGION 7,0,15,0,0,12/31/15,"59,465,616,020",0,12/31/15
SANTANDER,ENCIS,68266,REGION 7,0,20,1,0,12/31/15,"83,251,862,427",0,12/31/15
SANTANDER,PIEDE,68547,REGION 7,0,16,0,16,12/31/16,"63,429,990,421",16,12/31/16
BOYACA,CORRA,15215,REGION 7,0,59,0,59,12/31/16,"233,898,089,677",59,12/31/16
SANTANDER,MATAN,68444,REGION 7,0,33,0,28,12/31/15,"130,824,355,243",28,12/31/15
BOYACA,GUAYA,15325,REGION 7,0,44,2,23,12/31/15,"182,361,222,460",23,12/31/15
SANTANDER,COROM,68217,REGION 7,0,25,0,25,12/31/16,"99,109,360,033",25,12/31/16
BOYACA,FIRAV,15272,REGION 7,0,45,2,8,12/31/15,"186,325,596,861",8,12/31/15
SANTANDER,GUADA,68320,REGION 7,0,54,1,44,12/31/15,"218,040,592,072",44,12/31/15
BOYACA,PAEZ,15514,REGION 7,0,65,1,54,12/31/15,"261,648,710,486",54,12/31/15
BOYACA,TINJA,15808,REGION 7,0,27,2,26,12/31/15,"114,966,857,638",26,12/31/15
BOYACA,SORA,15762,REGION 7,0,19,0,19,12/31/16,"75,323,113,625",19,12/31/16
CASANARE,SACAM,85315,REGION 7,0,22,1,11,12/31/15,"91,180,611,230",11,12/31/15
BOYACA,GACHA,15293,REGION 7,0,3,0,3,12/31/16,"11,893,123,204",3,12/31/16
SANTANDER,FLORI,68271,REGION 7,0,25,1,0,12/31/15,"103,073,734,434",0,12/31/15
CASANARE,SAN L,85325,REGION 7,0,81,0,65,12/31/15,"321,114,326,506",65,12/31/15
BOYACA,MACAN,15425,REGION 7,0,34,2,0,12/31/15,"142,717,478,447",0,12/31/15
BOYACA,BUENA,15109,REGION 7,0,20,1,10,12/31/15,"83,251,862,427",10,12/31/15
BOYACA,COVAR,15218,REGION 7,0,8,2,0,12/31/15,"39,643,744,013",0,12/31/15
BOYACA,EL CO,15244,REGION 7,0,61,0,61,12/31/16,"241,826,838,480",61,12/31/16
SANTANDER,EL GU,68245,REGION 7,0,4,0,4,12/31/16,"15,857,497,605",4,12/31/16
BOYACA,SOGAM,15759,REGION 7,0,275,0,0,12/31/15,"1,090,202,960,360",0,12/31/15
BOYACA,SUSAC,15774,REGION 7,0,19,1,13,12/31/15,"79,287,488,026",13,12/31/15
SANTANDER,SAN J,68684,REGION 7,0,8,0,8,12/31/16,"31,714,995,210",8,12/31/16
BOYACA,OTANC,15507,REGION 7,0,67,0,67,12/31/16,"265,613,084,888",67,12/31/16
BOYACA,PAUNA,15531,REGION 7,0,64,1,56,12/31/15,"257,684,336,085",56,12/31/15
SANTANDER,JESUS,68368,REGION 7,0,24,1,20,12/31/15,"99,109,360,033",20,12/31/15
SANTANDER,PUERT,68573,REGION 7,0,92,1,52,12/31/15,"368,686,819,322",52,12/31/15
SANTANDER,SAN B,68673,REGION 7,0,7,0,7,12/31/16,"27,750,620,809",7,12/31/16
BOYACA,QUIPA,15580,REGION 7,0,84,2,78,12/31/15,"340,936,198,512",78,12/31/15
BOYACA,BRICE,15106,REGION 7,0,24,0,0,12/31/15,"95,144,985,631",0,12/31/15
BOYACA,SANTA,15690,REGION 7,0,96,0,96,12/31/16,"380,579,942,526",96,12/31/16
SANTANDER,BARBO,68077,REGION 7,0,90,1,21,12/31/15,"360,758,070,519",21,12/31/15
BOYACA,GUACA,15317,REGION 7,0,10,0,10,12/31/16,"39,643,744,013",10,12/31/16
BOYACA,JENES,15367,REGION 7,0,6,0,6,12/31/16,"23,786,246,408",6,12/31/16
BOYACA,TUNJA,15001,REGION 7,453,46,1,2,12/31/15,"1,982,187,200,654",43,12/31/15
SANTANDER,SAN G,68679,REGION 7,0,160,0,88,12/31/15,"634,299,904,209",88,12/31/15
BOYACA,CIENE,15189,REGION 7,0,55,2,46,12/31/15,"225,969,340,875",46,12/31/15
SANTANDER,CHARA,68167,REGION 7,0,61,1,51,12/31/15,"245,791,212,881",51,12/31/15
SANTANDER,GsEPS,68327,REGION 7,0,25,0,25,12/31/16,"99,109,360,033",25,12/31/16
SANTANDER,OIBA,68500,REGION 7,0,50,0,44,12/31/15,"198,218,720,065",44,12/31/15
SANTANDER,ALBAN,68020,REGION 7,0,21,1,19,12/31/15,"87,216,236,829",19,12/31/15
BOYACA,TURME,15835,REGION 7,0,93,3,43,12/31/15,"380,579,942,526",43,12/31/15
BOYACA,PACHA,15511,REGION 7,0,15,2,0,12/31/15,"67,394,364,822",0,12/31/15
BOYACA,GUATE,15322,REGION 7,0,74,1,53,12/31/15,"297,328,080,098",53,12/31/15
BOYACA,GsICA,15332,REGION 7,0,46,0,46,12/31/16,"182,361,222,460",46,12/31/16
BOYACA,CAMPO,15135,REGION 7,0,7,0,7,12/31/16,"27,750,620,809",7,12/31/16
BOYACA,SIACH,15740,REGION 7,0,31,0,5,12/31/15,"122,895,606,441",5,12/31/15
SANTANDER,OIBA,68500,REGION 7,0,30,0,30,12/31/16,"118,931,232,039",30,12/31/16
SANTANDER,SAN G,68679,REGION 7,0,83,0,83,12/31/16,"329,043,075,309",83,12/31/16
BOYACA,COPER,15212,REGION 7,15,34,2,29,12/31/15,"202,183,094,467",29,12/31/15
BOYACA,SORA,15762,REGION 7,0,1,2,0,12/31/15,"11,893,123,204",0,12/31/15
BOYACA,BOYAC,15104,REGION 7,0,3,0,3,12/31/16,"11,893,123,204",3,12/31/16
BOYACA,IZA,15362,REGION 7,0,25,2,11,12/31/15,"107,038,108,835",11,12/31/15
SANTANDER,GIRON,68307,REGION 7,65,0,0,0,12/31/18,"257,684,336,085",65,12/31/18
SANTANDER,CABRE,68121,REGION 7,0,22,1,21,12/31/15,"91,180,611,230",21,12/31/15
BOYACA,CHISC,15180,REGION 7,0,24,1,0,12/31/15,"99,109,360,033",0,12/31/15
BOYACA,MARIP,15442,REGION 7,0,1,0,1,12/31/16,"3,964,374,401",1,12/31/16
BOYACA,GAMEZ,15296,REGION 7,0,45,1,20,12/31/15,"182,361,222,460",20,12/31/15
BOYACA,SANTA,15693,REGION 7,0,17,3,9,12/31/15,"79,287,488,026",9,12/31/15
CASANARE,TAMAR,85400,REGION 7,0,16,1,0,12/31/15,"67,394,364,822",0,12/31/15
SANTANDER,VELEZ,68861,REGION 7,0,40,0,40,12/31/16,"158,574,976,052",40,12/31/16
BOYACA,TENZA,15798,REGION 7,0,84,1,79,12/31/15,"336,971,824,111",79,12/31/15
BOYACA,MONGU,15464,REGION 7,0,51,2,16,12/31/15,"210,111,843,269",16,12/31/15
SANTANDER,MOGOT,68464,REGION 7,0,16,0,16,12/31/16,"63,429,990,421",16,12/31/16
BOYACA,FLORE,15276,REGION 7,0,13,0,0,12/31/15,"51,536,867,217",0,12/31/15
BOYACA,MONGU,15466,REGION 7,0,27,3,9,12/31/15,"118,931,232,039",9,12/31/15
SANTANDER,CALIF,68132,REGION 7,0,20,0,20,12/31/16,"79,287,488,026",20,12/31/16
SANTANDER,LA BE,68377,REGION 7,0,31,0,20,12/31/15,"122,895,606,441",20,12/31/15
SANTANDER,GUACA,68318,REGION 7,0,39,0,39,12/31/16,"154,610,601,651",39,12/31/16
BOYACA,UMBIT,15842,REGION 7,0,27,1,0,12/31/15,"111,002,483,237",0,12/31/15
ARAUCA,ARAUC,81001,REGION 7,356,0,0,0,12/31/18,"1,411,317,286,866",356,12/31/18
SANTANDER,SOCOR,68755,REGION 7,0,130,0,64,12/31/15,"515,368,672,170",64,12/31/15
BOYACA,PAJAR,15518,REGION 7,0,18,0,18,12/31/16,"71,358,739,224",18,12/31/16
SANTANDER,SANTA,68705,REGION 7,0,20,0,16,12/31/15,"79,287,488,026",16,12/31/15
BOYACA,FIRAV,15272,REGION 7,0,74,0,74,12/31/16,"293,363,705,697",74,12/31/16
SANTANDER,GUACA,68318,REGION 7,0,22,1,0,12/31/15,"91,180,611,230",0,12/31/15
BOYACA,SUSAC,15774,REGION 7,0,16,0,16,12/31/16,"63,429,990,421",16,12/31/16
BOYACA,SATIV,15723,REGION 7,0,1,0,1,12/31/16,"3,964,374,401",1,12/31/16
SANTANDER,RIONE,68615,REGION 7,0,69,1,45,12/31/15,"277,506,208,092",45,12/31/15
BOYACA,VIRAC,15879,REGION 7,0,3,0,3,12/31/16,"11,893,123,204",3,12/31/16
BOYACA,GUAYA,15325,REGION 7,0,24,0,24,12/31/16,"95,144,985,631",24,12/31/16
BOYACA,BETEI,15092,REGION 7,0,17,0,17,12/31/16,"67,394,364,822",17,12/31/16
SANTANDER,CIMIT,68190,REGION 7,0,61,0,61,12/31/16,"241,826,838,480",61,12/31/16
SANTANDER,GUAPO,68322,REGION 7,0,4,0,0,12/31/15,"15,857,497,605",0,12/31/15
CASANARE,SACAM,85315,REGION 7,0,38,0,38,12/31/16,"150,646,227,250",38,12/31/16
BOYACA,LABRA,15377,REGION 7,0,51,2,0,12/31/15,"210,111,843,269",0,12/31/15
SANTANDER,BARRA,68081,REGION 7,0,45,1,0,12/31/15,"182,361,222,460",0,12/31/15
SANTANDER,SAN M,68686,REGION 7,0,19,1,16,12/31/15,"79,287,488,026",16,12/31/15
BOYACA,BOAVI,15097,REGION 7,0,68,4,49,12/31/15,"285,434,956,894",49,12/31/15
SANTANDER,BOLIV,68101,REGION 7,0,48,0,30,12/31/15,"190,289,971,263",30,12/31/15
BOYACA,BOAVI,15097,REGION 7,0,65,0,65,12/31/16,"257,684,336,085",65,12/31/16
BOYACA,ARCAB,15051,REGION 7,0,29,0,29,12/31/16,"114,966,857,638",29,12/31/16
SANTANDER,CALIF,68132,REGION 7,0,6,1,5,12/31/15,"27,750,620,809",5,12/31/15
SANTANDER,SURAT,68780,REGION 7,0,10,0,10,12/31/16,"39,643,744,013",10,12/31/16
BOYACA,MONGU,15464,REGION 7,0,40,0,40,12/31/16,"158,574,976,052",40,12/31/16
SANTANDER,LA PA,68397,REGION 7,0,9,0,9,12/31/16,"35,679,369,612",9,12/31/16
SANTANDER,GAMBI,68298,REGION 7,0,18,0,18,12/31/16,"71,358,739,224",18,12/31/16
BOYACA,MONIQ,15469,REGION 7,0,47,0,47,12/31/16,"186,325,596,861",47,12/31/16
SANTANDER,CEPIT,68160,REGION 7,0,14,1,9,12/31/15,"59,465,616,020",9,12/31/15
SANTANDER,SABAN,68655,REGION 7,0,9,0,9,12/31/16,"35,679,369,612",9,12/31/16
BOYACA,CIENE,15189,REGION 7,0,2,0,2,12/31/16,"7,928,748,803",2,12/31/16
SANTANDER,CONTR,68211,REGION 7,0,57,1,36,12/31/15,"229,933,715,276",36,12/31/15
BOYACA,COPER,15212,REGION 7,0,12,0,12,12/31/16,"47,572,492,816",12,12/31/16
SANTANDER,VALLE,68855,REGION 7,0,32,0,32,12/31/16,"126,859,980,842",32,12/31/16
BOYACA,TUNJA,15001,REGION 7,134,59,0,59,12/31/16,"765,124,259,452",193,12/31/16
BOYACA,SOATA,15753,REGION 7,33,141,3,122,12/31/15,"701,694,269,031",122,12/31/15
BOYACA,VILLA,15407,REGION 7,0,23,0,23,12/31/16,"91,180,611,230",23,12/31/16
SANTANDER,EL PL,68255,REGION 7,0,141,0,141,12/31/16,"558,976,790,584",141,12/31/16
CASANARE,PORE,85263,REGION 7,42,224,0,224,12/31/16,"1,054,523,590,748",266,12/31/16
SANTANDER,ENCIS,68266,REGION 7,0,14,0,14,12/31/16,"55,501,241,618",14,12/31/16
BOYACA,SANTA,15686,REGION 7,0,34,1,0,12/31/15,"138,753,104,046",0,12/31/15
BOYACA,CALDA,15131,REGION 7,0,20,1,19,12/31/15,"83,251,862,427",19,12/31/15
BOYACA,SANTA,15693,REGION 7,0,20,0,20,12/31/16,"79,287,488,026",20,12/31/16
CASANARE,CHAME,85015,REGION 7,0,2,0,2,12/31/16,"7,928,748,803",2,12/31/16
BOYACA,CUCAI,15224,REGION 7,0,25,2,9,12/31/15,"107,038,108,835",9,12/31/15
BOYACA,RAMIR,15599,REGION 7,0,40,0,40,12/31/16,"158,574,976,052",40,12/31/16
SANTANDER,FLORI,68276,REGION 7,0,144,0,144,12/31/16,"570,869,913,788",144,12/31/16
SANTANDER,BETUL,68092,REGION 7,0,39,0,39,12/31/16,"154,610,601,651",39,12/31/16
SANTANDER,MALAG,68432,REGION 7,0,253,1,199,12/31/15,"1,006,951,097,932",199,12/31/15
SANTANDER,CEPIT,68160,REGION 7,0,10,0,10,12/31/16,"39,643,744,013",10,12/31/16
SANTANDER,MOGOT,68464,REGION 7,0,193,1,128,12/31/15,"769,088,633,854",128,12/31/15
BOYACA,PAYA,15533,REGION 7,0,22,0,0,12/31/15,"87,216,236,829",0,12/31/15
BOYACA,CERIN,15162,REGION 7,0,24,0,24,12/31/16,"95,144,985,631",24,12/31/16
SANTANDER,CERRI,68162,REGION 7,0,36,0,36,12/31/16,"142,717,478,447",36,12/31/16
BOYACA,CAMPO,15135,REGION 7,0,34,2,31,12/31/15,"142,717,478,447",31,12/31/15
